dataset,method,sample_id,graph_path,Nodes,Edges,Density,Avg Degree,Degree Mean,Degree Std,Degree Min,Degree Max,Transitivity,Avg Clustering,Connected Components,LCC Size,LCC Fraction,Assortativity,Avg Shortest Path (LCC),Diameter (LCC),_raw_nodes,_raw_edges,_raw_is_directed,_raw_is_multigraph,_raw_selfloops,node_overlap_ref_frac,node_overlap_common,status,error
polbooks,EC-SBM,28,results\final\final_dataset\EC-SBM\polbooks_28.gml,105.0,441.0,0.08076923076923077,8.4,8.4,5.4486346039736455,2.0,25.0,0.2021982579842389,0.22391025309574236,1.0,105.0,1.0,-0.11321645029190733,2.4946886446886447,4.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,29,results\final\final_dataset\EC-SBM\polbooks_29.gml,105.0,441.0,0.08076923076923077,8.4,8.4,5.448634603973646,2.0,25.0,0.1947324761509747,0.22297970798239997,1.0,105.0,1.0,-0.11896925058744226,2.5186813186813186,4.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,3,results\final\final_dataset\EC-SBM\polbooks_3.gml,105.0,441.0,0.08076923076923077,8.4,8.4,5.448634603973646,2.0,25.0,0.1984653670676068,0.22549579243025764,1.0,105.0,1.0,-0.12650740269883187,2.5115384615384615,5.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,4,results\final\final_dataset\EC-SBM\polbooks_4.gml,105.0,440.0,0.08058608058608059,8.380952380952381,8.380952380952381,5.428989123445942,2.0,25.0,0.19395203336809178,0.22019275530822935,1.0,105.0,1.0,-0.12193491127980126,2.515018315018315,5.0,105.0,440.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,5,results\final\final_dataset\EC-SBM\polbooks_5.gml,105.0,440.0,0.08058608058608059,8.380952380952381,8.380952380952381,5.414936929467728,2.0,25.0,0.20555671610612075,0.25621082112503757,1.0,105.0,1.0,-0.16342252531946455,2.5247252747252746,4.0,105.0,440.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,6,results\final\final_dataset\EC-SBM\polbooks_6.gml,105.0,441.0,0.08076923076923077,8.4,8.4,5.448634603973646,2.0,25.0,0.17793446702613025,0.24268881673671777,1.0,105.0,1.0,-0.17461271551493818,2.460805860805861,4.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,7,results\final\final_dataset\EC-SBM\polbooks_7.gml,105.0,441.0,0.08076923076923077,8.4,8.4,5.448634603973646,2.0,25.0,0.19659892160929074,0.22927678764453566,1.0,105.0,1.0,-0.1320618305703818,2.5126373626373626,5.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,8,results\final\final_dataset\EC-SBM\polbooks_8.gml,105.0,441.0,0.08076923076923077,8.4,8.4,5.448634603973646,2.0,25.0,0.1835338034010784,0.21614158074866102,1.0,105.0,1.0,-0.1338967754922333,2.5087912087912088,5.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
polbooks,EC-SBM,9,results\final\final_dataset\EC-SBM\polbooks_9.gml,105.0,441.0,0.08076923076923077,8.4,8.4,5.448634603973646,2.0,25.0,0.19286603069265865,0.23372035028879812,1.0,105.0,1.0,-0.14917145213899724,2.529304029304029,5.0,105.0,441.0,0.0,0.0,0.0,1.0,105,ok,
football,RECCS,0,results\final\final_dataset\RECCS\football_0.gml,115.0,613.0,0.0935163996948894,10.660869565217391,10.660869565217391,1.609142123707883,7.0,14.0,0.39136880250370615,0.38204843465713023,1.0,115.0,1.0,0.10917191921824822,2.470327993897788,4.0,115.0,649.0,0.0,0.0,36.0,1.0,115,ok,
football,RECCS,1,results\final\final_dataset\RECCS\football_1.gml,115.0,614.0,0.09366895499618612,10.678260869565218,10.678260869565218,1.6288049825186268,5.0,14.0,0.38589007383100904,0.38456022238630944,1.0,115.0,1.0,0.08381795731398788,2.4587337909992373,4.0,115.0,646.0,0.0,0.0,32.0,1.0,115,ok,
football,RECCS,10,results\final\final_dataset\RECCS\football_10.gml,115.0,615.0,0.09382151029748284,10.695652173913043,10.695652173913043,1.583468471664701,6.0,15.0,0.38071065989847713,0.3739576848272501,1.0,115.0,1.0,0.11234110163866012,2.4494279176201372,4.0,115.0,649.0,0.0,0.0,34.0,1.0,115,ok,
football,RECCS,11,results\final\final_dataset\RECCS\football_11.gml,115.0,615.0,0.09382151029748284,10.695652173913043,10.695652173913043,1.5998582167803566,6.0,15.0,0.3849427168576105,0.38333647029299206,1.0,115.0,1.0,0.08553680211358902,2.444698703279939,4.0,115.0,649.0,0.0,0.0,34.0,1.0,115,ok,
football,RECCS,12,results\final\final_dataset\RECCS\football_12.gml,115.0,620.0,0.09458428680396644,10.782608695652174,10.782608695652174,1.4965619073506722,7.0,14.0,0.3792379722311915,0.37671743715222,1.0,115.0,1.0,0.0675467415919673,2.4488176964149506,4.0,115.0,645.0,0.0,0.0,25.0,1.0,115,ok,
football,RECCS,13,results\final\final_dataset\RECCS\football_13.gml,115.0,614.0,0.09366895499618612,10.678260869565218,10.678260869565218,1.5067836524947205,7.0,14.0,0.38531203688457105,0.38209003556829624,1.0,115.0,1.0,0.10663814712894136,2.448970251716247,4.0,115.0,648.0,0.0,0.0,34.0,1.0,115,ok,
football,RECCS,14,results\final\final_dataset\RECCS\football_14.gml,115.0,613.0,0.0935163996948894,10.660869565217391,10.660869565217391,1.5259321115546798,7.0,16.0,0.3789630118890357,0.37734649408562454,1.0,115.0,1.0,0.09563422898953877,2.4475972540045765,4.0,115.0,637.0,0.0,0.0,24.0,1.0,115,ok,
football,RECCS,15,results\final\final_dataset\RECCS\football_15.gml,115.0,615.0,0.09382151029748284,10.695652173913043,10.695652173913043,1.5501692083992595,7.0,15.0,0.3732175053269956,0.3708852982766024,1.0,115.0,1.0,0.10300143803961881,2.4515636918382913,4.0,115.0,641.0,0.0,0.0,26.0,1.0,115,ok,
football,RECCS,16,results\final\final_dataset\RECCS\football_16.gml,115.0,613.0,0.0935163996948894,10.660869565217391,10.660869565217391,1.5928479090131729,6.0,15.0,0.38167435728411336,0.37928680015636534,1.0,115.0,1.0,0.07890403176933124,2.4575133485888636,4.0,115.0,651.0,0.0,0.0,38.0,1.0,115,ok,
football,RECCS,17,results\final\final_dataset\RECCS\football_17.gml,115.0,608.0,0.0927536231884058,10.57391304347826,10.57391304347826,1.5992436775753252,7.0,14.0,0.3825402144772118,0.37967486619660534,1.0,115.0,1.0,0.09671697850732942,2.459954233409611,4.0,115.0,638.0,0.0,0.0,30.0,1.0,115,ok,
football,RECCS,18,results\final\final_dataset\RECCS\football_18.gml,115.0,615.0,0.09382151029748284,10.695652173913043,10.695652173913043,1.538909343000274,6.0,14.0,0.382685686178062,0.37335172074302503,1.0,115.0,1.0,0.07153745885159944,2.451411136536995,4.0,115.0,649.0,0.0,0.0,34.0,1.0,115,ok,
football,RECCS,19,results\final\final_dataset\RECCS\football_19.gml,115.0,611.0,0.09321128909229595,10.626086956521739,10.626086956521739,1.701461620082121,7.0,14.0,0.3784722222222222,0.37764124764124757,1.0,115.0,1.0,0.09606650587134659,2.467581998474447,4.0,115.0,644.0,0.0,0.0,33.0,1.0,115,ok,
football,RECCS,2,results\final\final_dataset\RECCS\football_2.gml,115.0,615.0,0.09382151029748284,10.695652173913043,10.695652173913043,1.5779673939623462,7.0,16.0,0.37291188994431707,0.3733271318053927,1.0,115.0,1.0,0.09587440027378916,2.4503432494279176,4.0,115.0,642.0,0.0,0.0,27.0,1.0,115,ok,
football,RECCS,20,results\final\final_dataset\RECCS\football_20.gml,115.0,615.0,0.09382151029748284,10.695652173913043,10.695652173913043,1.5275664821139154,7.0,16.0,0.3773987206823028,0.3732661058748017,1.0,115.0,1.0,0.12141457006714182,2.444546147978642,4.0,115.0,646.0,0.0,0.0,31.0,1.0,115,ok,
football,RECCS,21,results\final\final_dataset\RECCS\football_21.gml,115.0,610.0,0.09305873379099924,10.608695652173912,10.608695652173912,1.6135063205648856,6.0,15.0,0.3718183330560639,0.3713620678838069,1.0,115.0,1.0,0.03570008418758271,2.459954233409611,4.0,115.0,641.0,0.0,0.0,31.0,1.0,115,ok,
football,RECCS,22,results\final\final_dataset\RECCS\football_22.gml,115.0,614.0,0.09366895499618612,10.678260869565218,10.678260869565218,1.628804982518627,7.0,16.0,0.38146021328958163,0.3841486774095468,1.0,115.0,1.0,0.07703465843122685,2.451106025934401,4.0,115.0,652.0,0.0,0.0,38.0,1.0,115,ok,
football,RECCS,23,results\final\final_dataset\RECCS\football_23.gml,115.0,620.0,0.09458428680396644,10.782608695652174,10.782608695652174,1.4493333321739594,6.0,15.0,0.38069835111542194,0.37663626228843633,1.0,115.0,1.0,0.0876857071942651,2.442105263157895,4.0,115.0,656.0,0.0,0.0,36.0,1.0,115,ok,
football,RECCS,24,results\final\final_dataset\RECCS\football_24.gml,115.0,610.0,0.09305873379099924,10.608695652173912,10.608695652173912,1.5586820083084858,7.0,15.0,0.3714380936510582,0.36365615061267226,1.0,115.0,1.0,0.11849810579740525,2.451868802440885,4.0,115.0,650.0,0.0,0.0,40.0,1.0,115,ok,
football,RECCS,25,results\final\final_dataset\RECCS\football_25.gml,115.0,611.0,0.09321128909229595,10.626086956521739,10.626086956521739,1.5684989754274066,7.0,14.0,0.37057944545907356,0.37118630162108407,1.0,115.0,1.0,-0.0029377699028191352,2.454004576659039,4.0,115.0,638.0,0.0,0.0,27.0,1.0,115,ok,
football,RECCS,26,results\final\final_dataset\RECCS\football_26.gml,115.0,606.0,0.09244851258581235,10.539130434782608,10.539130434782608,1.578590215965907,7.0,17.0,0.3712018906144497,0.3690066043646607,1.0,115.0,1.0,0.07363674469454753,2.4636155606407324,4.0,115.0,635.0,0.0,0.0,29.0,1.0,115,ok,
football,RECCS,27,results\final\final_dataset\RECCS\football_27.gml,115.0,603.0,0.0919908466819222,10.486956521739131,10.486956521739131,1.6648029907798823,7.0,14.0,0.37704081632653064,0.3695032503728155,1.0,115.0,1.0,0.17313095160826633,2.465903890160183,4.0,115.0,632.0,0.0,0.0,29.0,1.0,115,ok,
football,RECCS,28,results\final\final_dataset\RECCS\football_28.gml,115.0,606.0,0.09244851258581235,10.539130434782608,10.539130434782608,1.5395479659654994,7.0,14.0,0.36910596586107824,0.36462682245290956,1.0,115.0,1.0,0.12254828283709264,2.45766590389016,4.0,115.0,630.0,0.0,0.0,24.0,1.0,115,ok,
football,RECCS,29,results\final\final_dataset\RECCS\football_29.gml,115.0,612.0,0.09336384439359267,10.643478260869566,10.643478260869566,1.725468074353845,6.0,15.0,0.3937098633294912,0.38404281708629545,1.0,115.0,1.0,0.15863861750655375,2.462700228832952,4.0,115.0,644.0,0.0,0.0,32.0,1.0,115,ok,
football,RECCS,3,results\final\final_dataset\RECCS\football_3.gml,115.0,612.0,0.09336384439359267,10.643478260869566,10.643478260869566,1.4276237742597866,7.0,14.0,0.3693304535637149,0.3643406352102004,1.0,115.0,1.0,0.14532253536822254,2.4565980167810832,4.0,115.0,634.0,0.0,0.0,22.0,1.0,115,ok,
football,RECCS,4,results\final\final_dataset\RECCS\football_4.gml,115.0,612.0,0.09336384439359267,10.643478260869566,10.643478260869566,1.5333470315269884,7.0,14.0,0.39903925790955774,0.389824281998195,1.0,115.0,1.0,0.19332830413914082,2.4826849733028222,4.0,115.0,647.0,0.0,0.0,35.0,1.0,115,ok,
football,RECCS,5,results\final\final_dataset\RECCS\football_5.gml,115.0,611.0,0.09321128909229595,10.626086956521739,10.626086956521739,1.5740331445889728,6.0,15.0,0.375996015936255,0.3729758164540774,1.0,115.0,1.0,0.10067097971774996,2.4575133485888636,4.0,115.0,641.0,0.0,0.0,30.0,1.0,115,ok,
football,RECCS,6,results\final\final_dataset\RECCS\football_6.gml,115.0,616.0,0.09397406559877956,10.71304347826087,10.71304347826087,1.502260426628482,7.0,14.0,0.3759201701292328,0.37194501151022885,1.0,115.0,1.0,0.07296272317507563,2.444698703279939,4.0,115.0,646.0,0.0,0.0,30.0,1.0,115,ok,
football,RECCS,7,results\final\final_dataset\RECCS\football_7.gml,115.0,619.0,0.09443173150266972,10.765217391304347,10.765217391304347,1.5454304861505834,7.0,15.0,0.38142995794241347,0.37584410758323816,1.0,115.0,1.0,0.0948462268406853,2.439664378337147,4.0,115.0,655.0,0.0,0.0,36.0,1.0,115,ok,
football,RECCS,8,results\final\final_dataset\RECCS\football_8.gml,115.0,608.0,0.0927536231884058,10.57391304347826,10.57391304347826,1.6046718183518014,7.0,15.0,0.3799631429050092,0.3779293170597519,1.0,115.0,1.0,0.11320225039183948,2.462700228832952,4.0,115.0,635.0,0.0,0.0,27.0,1.0,115,ok,
football,RECCS,9,results\final\final_dataset\RECCS\football_9.gml,115.0,610.0,0.09305873379099924,10.608695652173912,10.608695652173912,1.5972566273017483,6.0,15.0,0.39397470039946736,0.3820070750505532,1.0,115.0,1.0,0.16501995209693926,2.453852021357742,4.0,115.0,650.0,0.0,0.0,40.0,1.0,115,ok,
karate,RECCS,0,results\final\final_dataset\RECCS\karate_0.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.1069993751261546,1.0,9.0,0.16216216216216217,0.18394024276377213,1.0,34.0,1.0,-0.16221048692253345,2.6702317290552586,5.0,34.0,70.0,0.0,0.0,5.0,1.0,34,ok,
karate,RECCS,1,results\final\final_dataset\RECCS\karate_1.gml,34.0,67.0,0.11942959001782531,3.9411764705882355,3.9411764705882355,2.300142917178489,2.0,11.0,0.18815331010452963,0.3061476105593753,1.0,34.0,1.0,-0.286094619419078,2.6114081996434937,5.0,34.0,70.0,0.0,0.0,3.0,1.0,34,ok,
karate,RECCS,10,results\final\final_dataset\RECCS\karate_10.gml,34.0,69.0,0.12299465240641712,4.0588235294117645,4.0588235294117645,2.848541179483118,1.0,13.0,0.23209169054441262,0.38128685040449756,1.0,34.0,1.0,-0.3525905827477404,2.515151515151515,5.0,34.0,73.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,11,results\final\final_dataset\RECCS\karate_11.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.0646975029157932,1.0,11.0,0.2109375,0.22389228418640184,1.0,34.0,1.0,-0.15962211599984974,2.7094474153297683,5.0,34.0,70.0,0.0,0.0,5.0,1.0,34,ok,
karate,RECCS,12,results\final\final_dataset\RECCS\karate_12.gml,34.0,69.0,0.12299465240641712,4.0588235294117645,4.0588235294117645,2.8173952976065997,1.0,14.0,0.20809248554913296,0.3422311348781937,1.0,34.0,1.0,-0.18183492477261773,2.5062388591800357,4.0,34.0,72.0,0.0,0.0,3.0,1.0,34,ok,
karate,RECCS,13,results\final\final_dataset\RECCS\karate_13.gml,34.0,64.0,0.1140819964349376,3.764705882352941,3.764705882352941,2.3016467701781007,1.0,10.0,0.23595505617977527,0.20228758169934644,1.0,34.0,1.0,0.01207125436077923,2.6844919786096257,5.0,34.0,68.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,14,results\final\final_dataset\RECCS\karate_14.gml,34.0,64.0,0.1140819964349376,3.764705882352941,3.764705882352941,2.015510788119037,1.0,10.0,0.14634146341463414,0.12812791783380018,1.0,34.0,1.0,-0.04155519885856965,2.664884135472371,5.0,34.0,65.0,0.0,0.0,1.0,1.0,34,ok,
karate,RECCS,15,results\final\final_dataset\RECCS\karate_15.gml,34.0,67.0,0.11942959001782531,3.9411764705882355,3.9411764705882355,2.5081183065091586,1.0,12.0,0.16776315789473684,0.18432645785586962,1.0,34.0,1.0,-0.2822063285652372,2.6042780748663104,5.0,34.0,70.0,0.0,0.0,3.0,1.0,34,ok,
karate,RECCS,16,results\final\final_dataset\RECCS\karate_16.gml,34.0,68.0,0.12121212121212122,4.0,4.0,3.0582578662484607,1.0,14.0,0.19834710743801653,0.31243103301926833,1.0,34.0,1.0,-0.36991036306184305,2.4242424242424243,4.0,34.0,76.0,0.0,0.0,8.0,1.0,34,ok,
karate,RECCS,17,results\final\final_dataset\RECCS\karate_17.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.24224924147599,1.0,11.0,0.15613382899628253,0.1573656735421441,1.0,34.0,1.0,-0.1504993572629291,2.623885918003565,5.0,34.0,68.0,0.0,0.0,3.0,1.0,34,ok,
karate,RECCS,18,results\final\final_dataset\RECCS\karate_18.gml,34.0,67.0,0.11942959001782531,3.9411764705882355,3.9411764705882355,2.959940147155088,1.0,16.0,0.2254335260115607,0.3586484593837535,1.0,34.0,1.0,-0.22141040793667863,2.4884135472370765,5.0,34.0,68.0,0.0,0.0,1.0,1.0,34,ok,
karate,RECCS,19,results\final\final_dataset\RECCS\karate_19.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.268331704077511,1.0,11.0,0.15498154981549817,0.16359816653934303,1.0,34.0,1.0,-0.14617441196791767,2.7254901960784315,6.0,34.0,69.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,2,results\final\final_dataset\RECCS\karate_2.gml,34.0,66.0,0.11764705882352941,3.8823529411764706,3.8823529411764706,2.4824644524716697,1.0,13.0,0.26440677966101694,0.25282446311858076,1.0,34.0,1.0,-0.12855698707332258,2.645276292335116,5.0,34.0,69.0,0.0,0.0,3.0,1.0,34,ok,
karate,RECCS,20,results\final\final_dataset\RECCS\karate_20.gml,34.0,71.0,0.1265597147950089,4.176470588235294,4.176470588235294,2.965196037912602,2.0,14.0,0.24,0.3011480349715644,1.0,34.0,1.0,-0.13165529974754156,2.552584670231729,5.0,34.0,76.0,0.0,0.0,5.0,1.0,34,ok,
karate,RECCS,21,results\final\final_dataset\RECCS\karate_21.gml,34.0,64.0,0.1140819964349376,3.764705882352941,3.764705882352941,2.275946132018012,1.0,9.0,0.2037735849056604,0.21778711484593835,1.0,34.0,1.0,-0.1395956429116926,2.7094474153297683,6.0,34.0,69.0,0.0,0.0,5.0,1.0,34,ok,
karate,RECCS,22,results\final\final_dataset\RECCS\karate_22.gml,34.0,70.0,0.12477718360071301,4.117647058823529,4.117647058823529,2.8467185017794963,1.0,14.0,0.2612359550561798,0.3030435251023486,1.0,34.0,1.0,-0.1650753112575094,2.5953654188948305,6.0,34.0,74.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,23,results\final\final_dataset\RECCS\karate_23.gml,34.0,63.0,0.11229946524064172,3.7058823529411766,3.7058823529411766,2.6626988935897113,1.0,13.0,0.14432989690721648,0.1812344518226871,1.0,34.0,1.0,-0.1957453564057784,2.552584670231729,4.0,34.0,70.0,0.0,0.0,7.0,1.0,34,ok,
karate,RECCS,24,results\final\final_dataset\RECCS\karate_24.gml,34.0,73.0,0.13012477718360071,4.294117647058823,4.294117647058823,3.1485702802523847,1.0,14.0,0.24205378973105135,0.340629468570645,1.0,34.0,1.0,-0.1967697240005252,2.4581105169340463,5.0,34.0,76.0,0.0,0.0,3.0,1.0,34,ok,
karate,RECCS,25,results\final\final_dataset\RECCS\karate_25.gml,34.0,67.0,0.11942959001782531,3.9411764705882355,3.9411764705882355,2.74334678032024,1.0,14.0,0.20307692307692307,0.29499340528752294,1.0,34.0,1.0,-0.3503733223397922,2.549019607843137,5.0,34.0,73.0,0.0,0.0,6.0,1.0,34,ok,
karate,RECCS,26,results\final\final_dataset\RECCS\karate_26.gml,34.0,62.0,0.11051693404634581,3.6470588235294117,3.6470588235294117,2.2865637324208015,1.0,12.0,0.1541501976284585,0.18306595365418898,1.0,34.0,1.0,-0.12388216021698821,2.762923351158645,6.0,34.0,66.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,27,results\final\final_dataset\RECCS\karate_27.gml,34.0,64.0,0.1140819964349376,3.764705882352941,3.764705882352941,2.183613081561245,1.0,10.0,0.20930232558139536,0.24255368814192343,1.0,34.0,1.0,-0.18893102963899425,2.72192513368984,5.0,34.0,69.0,0.0,0.0,5.0,1.0,34,ok,
karate,RECCS,28,results\final\final_dataset\RECCS\karate_28.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.2158597884514544,1.0,10.0,0.19101123595505617,0.2018207282913165,1.0,34.0,1.0,-0.06635768410211165,2.729055258467023,6.0,34.0,69.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,29,results\final\final_dataset\RECCS\karate_29.gml,34.0,61.0,0.10873440285204991,3.588235294117647,3.588235294117647,2.2111701328485296,1.0,11.0,0.17427385892116182,0.14850819115525,1.0,34.0,1.0,-0.21704075706330628,2.7040998217468806,5.0,34.0,65.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,3,results\final\final_dataset\RECCS\karate_3.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.4067379465269156,1.0,11.0,0.1702127659574468,0.2644830659536542,1.0,34.0,1.0,-0.1336306442621647,2.7771836007130126,7.0,34.0,70.0,0.0,0.0,5.0,1.0,34,ok,
karate,RECCS,4,results\final\final_dataset\RECCS\karate_4.gml,34.0,64.0,0.1140819964349376,3.764705882352941,3.764705882352941,2.4381625618897296,2.0,14.0,0.1510791366906475,0.14293794440853264,1.0,34.0,1.0,-0.17714197578468419,2.556149732620321,5.0,34.0,68.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,5,results\final\final_dataset\RECCS\karate_5.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.1069993751261546,1.0,10.0,0.15057915057915058,0.13485060690943043,1.0,34.0,1.0,-0.30439915007476187,2.641711229946524,5.0,34.0,68.0,0.0,0.0,3.0,1.0,34,ok,
karate,RECCS,6,results\final\final_dataset\RECCS\karate_6.gml,34.0,65.0,0.11586452762923351,3.823529411764706,3.823529411764706,2.5949111764838557,1.0,11.0,0.1912751677852349,0.26225914608267553,1.0,34.0,1.0,-0.22494891970612554,2.5436720142602494,5.0,34.0,69.0,0.0,0.0,4.0,1.0,34,ok,
karate,RECCS,7,results\final\final_dataset\RECCS\karate_7.gml,34.0,68.0,0.12121212121212122,4.0,4.0,2.807552838536876,1.0,13.0,0.1952662721893491,0.30146128381422493,1.0,34.0,1.0,-0.2915268977512736,2.5294117647058822,5.0,34.0,70.0,0.0,0.0,2.0,1.0,34,ok,
karate,RECCS,8,results\final\final_dataset\RECCS\karate_8.gml,34.0,69.0,0.12299465240641712,4.0588235294117645,4.0588235294117645,2.7326046233733963,1.0,13.0,0.257396449704142,0.3349571996630821,1.0,34.0,1.0,-0.20858827632121227,2.584670231729055,5.0,34.0,75.0,0.0,0.0,6.0,1.0,34,ok,
karate,RECCS,9,results\final\final_dataset\RECCS\karate_9.gml,34.0,67.0,0.11942959001782531,3.9411764705882355,3.9411764705882355,2.4726881831745535,1.0,12.0,0.19933554817275748,0.2446184534419828,1.0,34.0,1.0,-0.29912653770521813,2.6470588235294117,6.0,34.0,71.0,0.0,0.0,4.0,1.0,34,ok,
polbooks,RECCS,0,results\final\final_dataset\RECCS\polbooks_0.gml,105.0,417.0,0.07637362637362638,7.942857142857143,7.942857142857143,4.804419733910833,2.0,22.0,0.1891891891891892,0.18350758567034553,1.0,105.0,1.0,-0.06563242125689206,2.617032967032967,5.0,105.0,424.0,0.0,0.0,7.0,1.0,105,ok,
polbooks,RECCS,1,results\final\final_dataset\RECCS\polbooks_1.gml,105.0,411.0,0.07527472527472527,7.828571428571428,7.828571428571428,4.4130912238089826,2.0,21.0,0.17785322538521808,0.15832364901139775,1.0,105.0,1.0,-0.05004821779566124,2.641208791208791,5.0,105.0,425.0,0.0,0.0,14.0,1.0,105,ok,
polbooks,RECCS,10,results\final\final_dataset\RECCS\polbooks_10.gml,105.0,424.0,0.07765567765567766,8.076190476190476,8.076190476190476,4.888655941677607,2.0,26.0,0.20305522914218566,0.21805687152790196,1.0,105.0,1.0,-0.10830776224570957,2.6265567765567766,5.0,105.0,430.0,0.0,0.0,6.0,1.0,105,ok,
polbooks,RECCS,11,results\final\final_dataset\RECCS\polbooks_11.gml,105.0,418.0,0.07655677655677656,7.961904761904762,7.961904761904762,4.752791279165398,1.0,24.0,0.189697265625,0.21046953977592583,1.0,105.0,1.0,-0.06743111349195162,2.6106227106227107,5.0,105.0,425.0,0.0,0.0,7.0,1.0,105,ok,
polbooks,RECCS,12,results\final\final_dataset\RECCS\polbooks_12.gml,105.0,421.0,0.07710622710622711,8.019047619047619,8.019047619047619,4.756911667960637,2.0,23.0,0.21940622737146995,0.22623893495458594,1.0,105.0,1.0,-0.015855753043338777,2.654945054945055,5.0,105.0,430.0,0.0,0.0,9.0,1.0,105,ok,
polbooks,RECCS,13,results\final\final_dataset\RECCS\polbooks_13.gml,105.0,418.0,0.07655677655677656,7.961904761904762,7.961904761904762,4.774782586970266,2.0,24.0,0.21986851716581446,0.23130423002334236,1.0,105.0,1.0,-0.003202295913711019,2.6613553113553112,5.0,105.0,430.0,0.0,0.0,12.0,1.0,105,ok,
polbooks,RECCS,14,results\final\final_dataset\RECCS\polbooks_14.gml,105.0,435.0,0.07967032967032966,8.285714285714286,8.285714285714286,5.107817138305496,2.0,24.0,0.209517514871117,0.2473495862956086,1.0,105.0,1.0,-0.10952967348259322,2.616117216117216,5.0,105.0,445.0,0.0,0.0,10.0,1.0,105,ok,
polbooks,RECCS,15,results\final\final_dataset\RECCS\polbooks_15.gml,105.0,416.0,0.0761904761904762,7.923809523809524,7.923809523809524,4.78628046875897,2.0,24.0,0.19397501836884642,0.2161161346863132,1.0,105.0,1.0,-0.08720055315808418,2.5992673992673994,5.0,105.0,425.0,0.0,0.0,9.0,1.0,105,ok,
polbooks,RECCS,16,results\final\final_dataset\RECCS\polbooks_16.gml,105.0,414.0,0.07582417582417582,7.885714285714286,7.885714285714286,4.640021111845003,2.0,22.0,0.1974378296910324,0.21276534741815578,1.0,105.0,1.0,-0.08951158048397373,2.6366300366300366,5.0,105.0,424.0,0.0,0.0,10.0,1.0,105,ok,
polbooks,RECCS,17,results\final\final_dataset\RECCS\polbooks_17.gml,105.0,411.0,0.07527472527472527,7.828571428571428,7.828571428571428,4.421715122647584,2.0,22.0,0.21993216801460996,0.20079138439819547,1.0,105.0,1.0,0.05006582325013423,2.71007326007326,5.0,105.0,421.0,0.0,0.0,10.0,1.0,105,ok,
polbooks,RECCS,18,results\final\final_dataset\RECCS\polbooks_18.gml,105.0,418.0,0.07655677655677656,7.961904761904762,7.961904761904762,4.716584336196429,2.0,21.0,0.19494850416871015,0.19363362496268285,1.0,105.0,1.0,-0.06491393705131247,2.6084249084249085,5.0,105.0,430.0,0.0,0.0,12.0,1.0,105,ok,
polbooks,RECCS,19,results\final\final_dataset\RECCS\polbooks_19.gml,105.0,401.0,0.07344322344322345,7.6380952380952385,7.6380952380952385,4.2023209222746,2.0,21.0,0.18473112287545276,0.17502966589653896,1.0,105.0,1.0,-0.04902514116727696,2.6869963369963368,5.0,105.0,410.0,0.0,0.0,9.0,1.0,105,ok,
polbooks,RECCS,2,results\final\final_dataset\RECCS\polbooks_2.gml,105.0,427.0,0.0782051282051282,8.133333333333333,8.133333333333333,4.879630483017505,2.0,24.0,0.1878491620111732,0.20130384113981203,1.0,105.0,1.0,-0.12765797445072447,2.5886446886446888,5.0,105.0,437.0,0.0,0.0,10.0,1.0,105,ok,
polbooks,RECCS,20,results\final\final_dataset\RECCS\polbooks_20.gml,105.0,408.0,0.07472527472527472,7.771428571428571,7.771428571428571,4.292312381249912,2.0,21.0,0.1865951742627346,0.17485954910324655,1.0,105.0,1.0,-0.053372740774366205,2.6626373626373625,5.0,105.0,418.0,0.0,0.0,10.0,1.0,105,ok,
