dataset,method,sample_id,n_nodes,n_edges,node_overlap_ref_frac,node_overlap_common,deg_wasserstein,clust_wasserstein,spath_wasserstein,alg_conn_abs_diff,louvain_mod_abs_diff,louvain_comm_size_js,netlsd_l2,status,error
polbooks,VAE,12,105.0,442.0,1.0,105.0,1.619047619047619,0.08580770888239689,0.168864468864469,0.028508850287688903,0.08067720662407685,0.7245112497836532,2.243141368840122,ok,
polbooks,VAE,13,105.0,441.0,1.0,105.0,1.6571428571428573,0.10178380872404294,0.1234432234432235,0.02476318665838778,0.08114299602207997,0.8177611278958912,2.462910235734825,ok,
polbooks,VAE,14,105.0,441.0,1.0,105.0,1.4857142857142853,0.08250974208597806,0.10952380952380958,0.04062160450135538,0.06443811192952142,0.5245112497836532,1.756179386150936,ok,
polbooks,VAE,15,105.0,441.0,1.0,105.0,1.1999999999999997,0.09880799933514199,0.06721611721611731,0.08273843821543164,0.05202200195273621,0.8,2.066001819458274,ok,
polbooks,VAE,16,105.0,442.0,1.0,105.0,1.6952380952380952,0.10891380602210747,0.10476190476190467,0.042489883541679596,0.07275625174717604,0.8177611278958912,2.4534671162818174,ok,
polbooks,VAE,17,105.0,441.0,1.0,105.0,1.676190476190476,0.09210867837664369,0.11886446886446894,0.053342904549692316,0.07471902976540212,0.8177611278958912,2.675088638194816,ok,
polbooks,VAE,18,105.0,441.0,1.0,105.0,1.5999999999999996,0.07790064371305837,0.12692307692307697,0.10849610637386481,0.073630943787242,0.5540157730728001,3.0779751163431515,ok,
polbooks,VAE,19,105.0,441.0,1.0,105.0,1.6952380952380952,0.11069769620272477,0.14395604395604406,0.0526328072139709,0.09778654336465631,0.8177611278958912,3.0363929773333167,ok,
polbooks,VAE,2,105.0,441.0,1.0,105.0,1.5047619047619047,0.11354219023474643,0.12271062271062266,0.0017390082078078684,0.04622185538640622,0.6000000000000001,0.9561261926071141,ok,
polbooks,VAE,20,105.0,441.0,1.0,105.0,1.6190476190476188,0.11448055748448034,0.17032967032967034,0.041301981243722974,0.08178737759722166,0.7454842658866759,2.368929556234212,ok,
polbooks,VAE,21,105.0,441.0,1.0,105.0,1.8095238095238093,0.12030222152817002,0.07967032967032966,0.027016424345720158,0.07416618865362845,0.8177611278958912,2.2978890263558385,ok,
polbooks,VAE,22,105.0,441.0,1.0,105.0,1.5047619047619043,0.0801296013820868,0.0941391941391942,0.06878000218668329,0.07312296661869189,0.7245112497836532,2.751082444451519,ok,
polbooks,VAE,23,105.0,441.0,1.0,105.0,1.7904761904761903,0.06723663697430596,0.14835164835164827,0.0034193463200627994,0.07918273885155025,0.5245112497836532,1.236168920881391,ok,
polbooks,VAE,24,105.0,441.0,1.0,105.0,1.5428571428571427,0.10591439712265435,0.09102564102564098,0.1135705702636205,0.06902012089843168,0.5632453937825672,2.664224430245379,ok,
polbooks,VAE,25,105.0,441.0,1.0,105.0,1.4285714285714286,0.1206050225651595,0.10915750915750932,0.0210264070350607,0.0658967912957229,0.5245112497836532,2.007595784176563,ok,
polbooks,VAE,26,105.0,441.0,1.0,105.0,1.4857142857142853,0.09883576949117401,0.07344322344322346,0.03530686271167288,0.07961798256334485,0.7245112497836532,2.506616487839405,ok,
polbooks,VAE,27,105.0,441.0,1.0,105.0,1.5238095238095237,0.05696746294313744,0.15769230769230763,0.12766641453812,0.08354539089063273,0.6979078010016792,3.4095443973972612,ok,
polbooks,VAE,28,105.0,441.0,1.0,105.0,1.5238095238095237,0.07742827343750366,0.17967032967032964,0.0012906238968982686,0.09120061585796346,1.0,3.234669748021119,ok,
polbooks,VAE,29,105.0,441.0,1.0,105.0,1.4857142857142853,0.10827385896243463,0.13681318681318677,0.07958317357317823,0.058085257498889264,0.5245112497836532,2.0993820833413475,ok,
polbooks,VAE,3,105.0,441.0,1.0,105.0,1.8476190476190475,0.0628350714979948,0.10586080586080587,0.06922991122797856,0.10508643482977587,0.7454842658866759,3.5257619472253268,ok,
polbooks,VAE,4,105.0,441.0,1.0,105.0,1.4095238095238092,0.07516965600860762,0.19395604395604393,0.0517124197686854,0.07278328454125482,0.8177611278958912,2.1373904378544295,ok,
polbooks,VAE,5,105.0,441.0,1.0,105.0,1.619047619047619,0.05974001988641528,0.11117216117216122,0.024405875452546577,0.07376514908727705,0.7245112497836532,2.3704957146369345,ok,
polbooks,VAE,6,105.0,441.0,1.0,105.0,1.542857142857143,0.1112770248138977,0.10036630036630056,0.03158580864784588,0.058443365700665884,0.4749156875380792,2.1968010025572378,ok,
polbooks,VAE,7,105.0,441.0,1.0,105.0,1.5047619047619045,0.09858975328319407,0.11355311355311365,0.02130082563755603,0.061964728691677795,0.8177611278958912,2.038496533983432,ok,
polbooks,VAE,8,105.0,441.0,1.0,105.0,1.7333333333333332,0.09191498031916853,0.09468864468864463,0.013741689333255813,0.07626962034372209,0.6000000000000001,1.7472003937530518,ok,
polbooks,VAE,9,105.0,441.0,1.0,105.0,1.7523809523809522,0.09293616857609319,0.11465201465201469,0.10783261734876534,0.08358488397494035,0.8,3.4541283428400003,ok,
football,EC-SBM,0,115.0,658.0,1.0,115.0,0.782608695652174,0.1250754474283886,0.08787185354691077,0.21411956195591286,0.0037193765247927058,0.28403986604270876,0.3677864194472539,ok,
football,EC-SBM,1,115.0,660.0,1.0,115.0,0.8173913043478261,0.1270709242448373,0.07383676582761255,0.20498505847177229,0.006686183436441562,0.32358990881006916,0.44186175417167817,ok,
football,EC-SBM,10,115.0,660.0,1.0,115.0,0.817391304347826,0.1234095348572398,0.08924485125858121,0.23182228376726388,0.0028064772840081798,0.44740439854154135,0.373488819586777,ok,
football,EC-SBM,11,115.0,659.0,1.0,115.0,0.7999999999999999,0.12824834869591903,0.07902364607170102,0.2589599724573264,0.0011189201191522669,0.28839091130531136,0.4126071822162145,ok,
football,EC-SBM,12,115.0,658.0,1.0,115.0,0.7999999999999999,0.12181545081800838,0.07246376811594205,0.1625376368380842,0.0015390566829583952,0.2035427827500974,0.5083971857884112,ok,
football,EC-SBM,13,115.0,659.0,1.0,115.0,0.8,0.12031199689767463,0.07948131197559115,0.24784816996719994,0.0014228707870377333,0.2035427827500974,0.4727060758897538,ok,
football,EC-SBM,14,115.0,658.0,1.0,115.0,0.7826086956521738,0.12024369634344059,0.06666666666666657,0.14293838425861005,0.003982187577534435,0.3283350638662539,0.6391465918213824,ok,
football,EC-SBM,15,115.0,660.0,1.0,115.0,0.817391304347826,0.11793222519094103,0.08817696414950414,0.2700800454466199,0.00024104337714880852,0.28403986604270876,0.3627551620290201,ok,
football,EC-SBM,16,115.0,658.0,1.0,115.0,0.782608695652174,0.12264107305028021,0.08497330282227308,0.1452520565724318,0.0036985895771481925,0.21778356279721614,0.45404214041486346,ok,
football,EC-SBM,17,115.0,659.0,1.0,115.0,0.8,0.11806190257596909,0.08054919908466816,0.23665233834188237,0.00033371422711458987,0.28741289692623173,0.44671309619296157,ok,
football,EC-SBM,18,115.0,659.0,1.0,115.0,0.8,0.1283356255028082,0.08482074752097633,0.106366302481673,0.0031432972009700633,0.18304637356323528,0.4692326886724533,ok,
football,EC-SBM,19,115.0,657.0,1.0,115.0,0.7652173913043478,0.12174354914764123,0.08207475209763539,0.21025619648568883,0.001213595219151764,0.43021079600241185,0.4329539149349014,ok,
football,EC-SBM,2,115.0,661.0,1.0,115.0,0.8347826086956521,0.12275692838891117,0.08771929824561403,0.26063779190438585,0.006708622147296173,0.28741289692623173,0.3229771922876739,ok,
football,EC-SBM,20,115.0,657.0,1.0,115.0,0.782608695652174,0.12167660273798382,0.08497330282227307,0.27019208828322805,0.0038205876470196465,0.5093108815371328,0.389197186878498,ok,
football,EC-SBM,21,115.0,658.0,1.0,115.0,0.7999999999999999,0.12968891012369274,0.08039664378337144,0.28907328686609235,0.0017665582766244192,0.1777401072502537,0.3392306401059351,ok,
football,EC-SBM,22,115.0,660.0,1.0,115.0,0.817391304347826,0.12570829120028204,0.09336384439359267,0.1072392376236524,0.0009745213611430659,0.28403986604270876,0.4317560219007178,ok,
football,EC-SBM,23,115.0,659.0,1.0,115.0,0.7999999999999999,0.1257994151344535,0.08497330282227299,0.19931979163268787,0.0042762042358160945,0.5527489362836173,0.43662359533676937,ok,
football,EC-SBM,24,115.0,659.0,1.0,115.0,0.7999999999999999,0.12290960934789175,0.06864988558352401,0.09490376692513225,0.001274349437957345,0.34980948743219553,0.5513980426349845,ok,
football,EC-SBM,25,115.0,661.0,1.0,115.0,0.8347826086956522,0.12247713213186359,0.08146453089244848,0.21011837094695807,0.009299479533414035,0.3955359227745088,0.3429164603649962,ok,
football,EC-SBM,26,115.0,658.0,1.0,115.0,0.7826086956521737,0.1240303203474559,0.07688787185354687,0.16104159411797458,0.004683169645327667,0.3002299167285983,0.5394339600795313,ok,
football,EC-SBM,27,115.0,660.0,1.0,115.0,0.817391304347826,0.12131177119197041,0.08741418764302054,0.2104032970480172,0.00010904154060165094,0.18304637356323528,0.33632361132580413,ok,
football,EC-SBM,28,115.0,661.0,1.0,115.0,0.834782608695652,0.12471663885986137,0.07917620137299775,0.22846181918389075,0.0057977023242618,0.35260347888107657,0.3657716028889848,ok,
football,EC-SBM,29,115.0,659.0,1.0,115.0,0.8,0.12740948026114268,0.07536231884057963,0.26218568248051,0.0014988584540091,0.2163598025524639,0.4452314314929482,ok,
football,EC-SBM,3,115.0,658.0,1.0,115.0,0.7826086956521738,0.11540024056648099,0.08207475209763535,0.22279950235148016,0.0016367269849678623,0.4006907715428156,0.4062693313750138,ok,
football,EC-SBM,4,115.0,659.0,1.0,115.0,0.7999999999999998,0.12613007339350052,0.08482074752097633,0.23037954170059893,0.0032051269760030587,0.326032592228442,0.4396268449395897,ok,
football,EC-SBM,5,115.0,660.0,1.0,115.0,0.817391304347826,0.11891249206365644,0.07917620137299768,0.21899359949425756,0.0015048174818320659,0.3927574346683078,0.3791873553786107,ok,
football,EC-SBM,6,115.0,659.0,1.0,115.0,0.8173913043478261,0.12438601900036819,0.07276887871853542,0.16409789303457178,0.01029074320943002,0.28078217335451783,0.4740198961268098,ok,
football,EC-SBM,7,115.0,658.0,1.0,115.0,0.782608695652174,0.1239626862570731,0.08375286041189925,0.2292829923674231,0.00016200853262549053,0.46976083876977226,0.3589903149280804,ok,
football,EC-SBM,8,115.0,659.0,1.0,115.0,0.8,0.12349977672228313,0.07978642257818462,0.2928917472538195,0.0035266895206892412,0.24216247805230762,0.4195546177951204,ok,
football,EC-SBM,9,115.0,658.0,1.0,115.0,0.7826086956521738,0.11777244068804171,0.07963386727688779,0.18715622925282438,0.0023728442495919433,0.4350859655418692,0.4822997043723177,ok,
football,RECCS,0,115.0,613.0,1.0,115.0,0.7652173913043478,0.07015067058545318,0.037833714721586476,0.31327439730959084,0.018392948859538794,0.32603259222844194,0.43615314110769615,ok,
football,RECCS,1,115.0,614.0,1.0,115.0,0.6782608695652174,0.07518418779288345,0.04942791762013722,0.3188147692183725,0.01957661846123737,0.3088873204921735,0.43160416432768545,ok,
football,RECCS,10,115.0,615.0,1.0,115.0,0.6608695652173913,0.07508641117336771,0.05873379099923717,0.3726583704657276,0.019294924571222283,0.4055744544706743,0.5885812428304035,ok,
football,RECCS,11,115.0,615.0,1.0,115.0,0.6782608695652174,0.05920890703499399,0.06346300533943558,0.30548959005644694,0.02897038230140947,0.24216247805230762,0.6006533415987144,ok,
football,RECCS,12,115.0,620.0,1.0,115.0,0.5565217391304349,0.06578788361397057,0.05934401220442406,0.35878543309298405,0.02393610794880574,0.28741289692623173,0.679581703486007,ok,
football,RECCS,13,115.0,614.0,1.0,115.0,0.6260869565217391,0.07383963862224732,0.05919145690312734,0.36732115931242726,0.01952091495244679,0.2163598025524639,0.5026020172123216,ok,
football,RECCS,14,115.0,613.0,1.0,115.0,0.6434782608695653,0.07000721500721502,0.06056445461479787,0.2661746443837256,0.02234218362877205,0.28078217335451783,0.5150123132624083,ok,
football,RECCS,15,115.0,615.0,1.0,115.0,0.591304347826087,0.06637550854942159,0.056598016781083144,0.2454387509643985,0.021083542457401183,0.28078217335451783,0.5876784274495376,ok,
football,RECCS,16,115.0,613.0,1.0,115.0,0.6608695652173915,0.06909187430926561,0.05064836003051104,0.21430702678395308,0.017413623795470068,0.3002299167285983,0.4033263359529303,ok,
football,RECCS,17,115.0,608.0,1.0,115.0,0.6956521739130435,0.07484008744878311,0.04973302822273068,0.3291006180874645,0.021959408597584607,0.2120938520782692,0.4554880040424641,ok,
football,RECCS,18,115.0,615.0,1.0,115.0,0.5565217391304349,0.06336769510682554,0.0567505720823798,0.35690672772819454,0.015799650594092385,0.2229905261241778,0.5739883685940378,ok,
football,RECCS,19,115.0,611.0,1.0,115.0,0.8521739130434782,0.080209018035105,0.04118993135011442,0.2774664211170257,0.019881050652256205,0.1754376356124418,0.4544008110488062,ok,
football,RECCS,2,115.0,615.0,1.0,115.0,0.6782608695652174,0.06826210021862196,0.05781845919145687,0.30930723008012717,0.02400243993905904,0.35260347888107657,0.6529584241731572,ok,
football,RECCS,20,115.0,615.0,1.0,115.0,0.6608695652173913,0.07094649312040616,0.06361556064073223,0.36713817565198714,0.023362609150507363,0.1777401072502537,0.6884021198264155,ok,
football,RECCS,21,115.0,610.0,1.0,115.0,0.6434782608695652,0.0699654934437543,0.04912280701754382,0.1967121376303287,0.019271255776711738,0.44306823222355507,0.4942763979214174,ok,
football,RECCS,22,115.0,614.0,1.0,115.0,0.7130434782608694,0.07047119547119547,0.05705568268497331,0.34482914841529766,0.018349814993826485,0.2581897466233309,0.5102036178662047,ok,
football,RECCS,23,115.0,620.0,1.0,115.0,0.5043478260869566,0.0629429025081199,0.06605644546147979,0.3995272445068119,0.018760509613738208,0.4346576159874095,0.6364342190780649,ok,
football,RECCS,24,115.0,610.0,1.0,115.0,0.6434782608695652,0.07208916687177558,0.05720823798627003,0.3707684925247863,0.022140108235728095,0.28078217335451783,0.6511867366148887,ok,
football,RECCS,25,115.0,611.0,1.0,115.0,0.7130434782608698,0.06886369668978364,0.05476735316552242,0.3194051084409364,0.021020820448222732,0.22166606886544551,0.6687163065013477,ok,
football,RECCS,26,115.0,606.0,1.0,115.0,0.6782608695652173,0.0676005565903264,0.04668192219679637,0.2816314114970693,0.01816463506198218,0.24216247805230762,0.5667593202577647,ok,
football,RECCS,27,115.0,603.0,1.0,115.0,0.8000000000000002,0.07304618087226782,0.0453089244851258,0.35476683902230977,0.025968647964624503,0.5390241393504059,0.5694817813574805,ok,
football,RECCS,28,115.0,606.0,1.0,115.0,0.7304347826086958,0.07011312359138447,0.05263157894736839,0.3616244798485979,0.018592153061306904,0.32603259222844194,0.6460286627882981,ok,
football,RECCS,29,115.0,612.0,1.0,115.0,0.8,0.08061117626335018,0.045766590389015996,0.25783546005235203,0.014804408255672974,0.28308464499232977,0.3532479210364464,ok,
football,RECCS,3,115.0,612.0,1.0,115.0,0.5043478260869566,0.05384243775548123,0.051868802440884834,0.2880047737515876,0.02819402336097432,0.5212131578642312,0.7826012189201771,ok,
football,RECCS,4,115.0,612.0,1.0,115.0,0.6086956521739131,0.05063101150057672,0.025781845919145688,0.2750974835538773,0.015913757224018443,0.4402408143101761,0.26021495073238865,ok,
football,RECCS,5,115.0,611.0,1.0,115.0,0.6782608695652175,0.06978345326171415,0.05125858123569796,0.2137483962430169,0.016085389545594575,0.2163598025524639,0.4905754392281056,ok,
football,RECCS,6,115.0,616.0,1.0,115.0,0.6086956521739131,0.07219867089432307,0.06346300533943554,0.307263566670787,0.024916058719888223,0.35741822538298906,0.689501543835698,ok,
football,RECCS,7,115.0,619.0,1.0,115.0,0.6260869565217391,0.07604361821753125,0.06849733028222728,0.3659697020874155,0.020102458776744436,0.1777401072502537,0.6722761258976532,ok,
football,RECCS,8,115.0,608.0,1.0,115.0,0.7478260869565218,0.07453126583561367,0.04698703279938976,0.312318051460001,0.019944064934149686,0.39373544904738744,0.449914691967293,ok,
football,RECCS,9,115.0,610.0,1.0,115.0,0.6260869565217393,0.06805387848866111,0.055225019069412656,0.2715701605224863,0.01842067797504554,0.2035427827500974,0.4626963973910536,ok,
football,VAE,0,115.0,613.0,1.0,115.0,1.1478260869565218,0.04333009985183897,0.021815408085431087,0.10294589185955294,0.04798705527132008,0.5559621972344784,0.6849847202326648,ok,
football,VAE,1,115.0,613.0,1.0,115.0,1.0260869565217392,0.014602019180024305,0.024713958810068715,0.01638822489689562,0.02740714521691845,0.24216247805230762,0.3174214448194165,ok,
football,VAE,10,115.0,613.0,1.0,115.0,1.2000000000000002,0.02789698224480833,0.011746758199847496,0.02843195877855198,0.028955556419082762,0.35260347888107657,0.6240211538368926,ok,
football,VAE,11,115.0,613.0,1.0,115.0,1.182608695652174,0.02163947163947164,0.03783371472158659,0.15628049689546475,0.017772345004969492,0.5617546814948331,0.13185395322674784,ok,
football,VAE,12,115.0,613.0,1.0,115.0,1.1478260869565218,0.013391729043902954,0.022730739893211338,0.021469264194381887,0.02889556695888207,0.280657464916637,0.5958371951903786,ok,
football,VAE,13,115.0,613.0,1.0,115.0,1.2521739130434781,0.021786281351498737,0.053089244851258655,0.18619255048170125,0.006141857830917918,0.3235899088100692,0.1278603965803228,ok,
football,VAE,14,115.0,613.0,1.0,115.0,1.2173913043478262,0.025908731791084733,0.026239511823035855,0.09248716096042275,0.024954274300652002,0.23595257338096967,0.36324932078139854,ok,
football,VAE,15,115.0,613.0,1.0,115.0,0.9913043478260871,0.016893251675860373,0.022273073989321213,0.0328220813928739,0.03115558488725889,0.44306823222355507,0.40111985894460034,ok,
football,VAE,16,115.0,613.0,1.0,115.0,0.8695652173913044,0.027878980922459183,0.010373760488176953,0.0258961004885514,0.041343618553122075,0.2567987436139366,0.8090089809601019,ok,
football,VAE,17,115.0,613.0,1.0,115.0,1.2173913043478262,0.03315923207227555,0.020747520976353906,0.04871814879170433,0.025560084758448065,0.47979085707753655,0.3611489368348246,ok,
football,VAE,18,115.0,613.0,1.0,115.0,1.0608695652173914,0.02983094200485504,0.0035087719298245723,0.14655379423236958,0.04196476157435858,0.28403986604270876,0.8690777066057297,ok,
football,VAE,19,115.0,613.0,1.0,115.0,1.0608695652173914,0.03107783094995371,0.036460717009916155,0.057494054421432406,0.005723690659244718,0.23671532305738918,0.2316298610167601,ok,
football,VAE,2,115.0,613.0,1.0,115.0,1.008695652173913,0.022038155081633336,0.015102974828375249,0.10001377975397663,0.03469699516584401,0.5212131578642312,0.6849637731139699,ok,
football,VAE,20,115.0,613.0,1.0,115.0,0.973913043478261,0.02202041919433223,0.03035850495804726,0.045586768318821136,0.03148250922490037,0.23595257338096967,0.5216781196031877,ok,
football,VAE,21,115.0,613.0,1.0,115.0,1.1826086956521742,0.03197589849763762,0.0035087719298245723,0.0391021292918301,0.03214526879195079,0.3235899088100692,0.7462805328106877,ok,
football,VAE,22,115.0,613.0,1.0,115.0,1.2695652173913046,0.019841366363105503,0.027612509534706342,0.1468320338862359,0.027304972773869896,0.40296967357363966,0.3684158439558488,ok,
football,VAE,23,115.0,613.0,1.0,115.0,1.0434782608695654,0.02299338342816603,0.008848207475209813,0.20728175981738706,0.0319529860793053,0.280657464916637,0.7401826798704384,ok,
football,VAE,24,115.0,613.0,1.0,115.0,1.391304347826087,0.022656522221739615,0.04363081617086201,0.06973512474184296,0.01799881848335405,0.280657464916637,0.10043689676730976,ok,
football,VAE,25,115.0,613.0,1.0,115.0,1.1304347826086956,0.029802255147523694,0.0340198321891686,0.16703397195070457,0.04059083351596371,0.4293541177322693,0.4852742460393131,ok,
football,VAE,26,115.0,613.0,1.0,115.0,0.9391304347826089,0.02900408769973986,0.020137299771167017,0.05295897300786612,0.03438849964013169,0.11632153112336946,0.6439243808072723,ok,
football,VAE,27,115.0,613.0,1.0,115.0,1.0260869565217392,0.037062894479774275,0.011899313501144204,0.07663140999499873,0.0356320986528893,0.23595257338096967,0.6692745933024836,ok,
football,VAE,28,115.0,613.0,1.0,115.0,0.9913043478260872,0.019606770041552653,0.03127383676582762,0.044844880489979255,0.016642751538142986,0.3955359227745088,0.13372358674574303,ok,
football,VAE,29,115.0,613.0,1.0,115.0,1.3217391304347825,0.022875988745553966,0.009610983981693355,0.05008632856409401,0.02252298177650469,0.3559858800071483,0.3645590963904395,ok,
football,VAE,3,115.0,613.0,1.0,115.0,1.1304347826086958,0.02450927589035007,0.06102212051868805,0.16297920802031873,0.004537629364401052,0.5121868282746156,0.23746459262289907,ok,
football,VAE,4,115.0,613.0,1.0,115.0,1.0782608695652174,0.025144107100628837,0.028070175438596467,0.040466147394911056,0.025967970612962854,0.35260347888107657,0.36061794025040894,ok,
football,VAE,5,115.0,613.0,1.0,115.0,0.9043478260869564,0.020803030444974176,0.03935926773455373,0.04652625088229545,0.03747252657471445,0.2567987436139365,0.561107540378262,ok,
football,VAE,6,115.0,613.0,1.0,115.0,0.9565217391304349,0.030527298788168344,0.0048817696414950595,0.14069119443173306,0.04287050653997593,0.3078985873454092,0.7032934185640385,ok,
football,VAE,7,115.0,613.0,1.0,115.0,0.991304347826087,0.02087827631305892,0.045461479786422565,0.06190987420513472,0.012859922951284686,0.1777401072502537,0.33901676922700685,ok,
football,VAE,8,115.0,613.0,1.0,115.0,0.9391304347826088,0.03012571969093708,0.0050343249427918235,0.05918129777403025,0.03272251547231486,0.4402408143101761,0.6490909899393783,ok,
football,VAE,9,115.0,613.0,1.0,115.0,1.0608695652173914,0.02399542486499008,0.030663615560640844,0.08026218115839101,0.02705563513212128,0.6804411307661109,0.44785229137029176,ok,
